0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,-760049.375,11741382.0,14083873.0,4590303.0,-2887522.5,-4082244.5,6433580.5,2008315.375,5080271.0,13403493.0,17523432.0,6089453.5,12261461.0,-7051899.5,-11320739.0,-3738080.5,2496254.25,1912694.5,9559586.0,7779766.5,3319848.5,-7284713.5,2627087.75,5961623.0,4998593.0,321377.40625,-2585319.0,6433168.5,-123442.6015625,5389992.5,-4527878.5,3479070.5,-1725443.125,1404607.125,-6875955.5,4337421.0,13895163.0,-5728647.5,9064300.0,6175403.0
1,1876884.625,3914507.75,2068786.625,728260.1875,-3790753.5,3259401.25,7473623.5,-5298.669921875,2281967.25,17488084.0,8371797.5,396456.6875,4226006.5,4638106.5,-11464970.0,-359506.1875,-1428435.75,5458873.5,6452805.5,-1770699.25,343875.625,-712204.5625,-3074183.25,-334902.53125,6264518.0,3465070.0,2837675.75,-1495641.5,1065686.125,5413095.5,-2291177.5,2938066.0,6753189.5,4259803.0,-4570014.5,433748.78125,7695694.5,4612664.0,5628954.5,7496157.5
2,14369914.0,2013414.125,19208194.0,10974214.0,-11592898.0,563304.5625,12821476.0,308387.15625,14021053.0,22389226.0,25486262.0,8534912.0,24373150.0,7559014.5,-22155916.0,14256855.0,-4106766.25,10586103.0,18862668.0,9955669.0,-2202751.25,-778669.4375,-3919898.5,-1976716.125,19073030.0,-4403365.0,-11160983.0,12354706.0,-575712.125,6873267.5,-453176.5625,5657353.0,5704282.5,8673241.0,-13073485.0,3677797.0,18356364.0,248851.578125,14025718.0,14439808.0
3,8044217.0,-7090056.5,-4287553.0,5381083.0,-10431208.0,5370242.5,8904799.0,-4294652.5,5655339.5,12113645.0,13932027.0,9308868.0,9990603.0,8655330.0,-10358729.0,1138022.5,84300.03125,2683444.0,10958033.0,7609359.5,-5290739.5,1410412.25,-659313.4375,-1008780.75,8473391.0,12554480.0,-3175112.75,3830314.75,4337415.5,662331.375,-8403356.0,8071237.0,1726328.875,5699637.5,-3229393.25,-4307583.5,15890288.0,-5925415.0,7283206.5,11537476.0
4,4958956.5,4612930.5,6883899.0,-1032249.8125,-7051585.0,3290866.0,4680974.0,1970361.25,6396000.0,5818554.5,12284328.0,-1008968.3125,4964644.5,960489.625,-3258211.5,3519422.75,-363143.53125,2019029.375,2860745.25,2563652.75,1393789.25,1986617.0,259634.46875,913719.25,3499198.0,-3839241.25,-372206.0625,3058775.75,-1236839.75,2719705.75,1210762.75,732876.875,2736313.75,2847918.5,-961662.5,529059.875,2068708.375,2458637.75,5343374.5,2154738.5
5,5578873.5,-3255572.0,-1322353.5,-1873345.625,-5280574.5,-3268087.25,801988.9375,-1128016.375,999179.375,8013249.5,4872459.5,3900651.0,-38505.0390625,3485743.75,-8927419.0,-4967678.0,-1490858.0,-310582.78125,2794314.5,270322.96875,-1799205.25,2127385.0,126192.640625,-3808035.25,444102.71875,-532026.8125,-2803120.75,-252332.34375,-983374.1875,801321.75,-1649414.25,929971.6875,-2130320.5,2099835.5,-2921916.25,719724.875,6443791.0,-641911.1875,3990231.75,5502524.0
6,6578558.5,1594279.875,7418978.5,5579406.0,-12615130.0,5397625.5,14003105.0,-3996885.75,18613514.0,20047562.0,21418342.0,12750861.0,12986022.0,2969504.5,-12570685.0,4058870.25,-6511275.0,7553561.0,15186787.0,7547062.0,-1956302.0,-3078702.75,-1289432.875,623222.0625,13117892.0,5605583.0,-4674988.0,9694271.0,6267059.0,5126532.5,-9414459.0,8059541.0,858013.375,2771085.5,-9169558.0,399951.375,21395426.0,-6408787.0,11253508.0,18022892.0
7,15560710.0,14677458.0,2219815.75,1685029.75,-14064479.0,5347379.5,22432340.0,-2620036.5,10076287.0,23596162.0,18732538.0,17006996.0,11535984.0,6996438.5,-20597916.0,-10877823.0,-3994733.75,1523512.5,12742252.0,19488966.0,-2017630.0,2593748.0,-6950609.0,7045239.5,21206454.0,-20039858.0,-4031736.25,7390836.5,-1850041.5,9036549.0,3319179.5,6612109.5,9065451.0,7505686.0,-7422324.5,4227782.5,33432942.0,-6883990.0,11415719.0,20889294.0
8,16401011.0,8227507.5,13931073.0,16817666.0,-4787790.5,-2348452.0,5450071.0,-6054414.5,6231907.5,37445296.0,12585009.0,10023161.0,16446348.0,3384320.0,-26735652.0,2005358.875,-239479.875,14338145.0,5239184.5,1206103.625,5609301.0,-6026744.5,-7390151.5,-4383891.0,17613978.0,-16531141.0,-1635306.25,9178996.0,-3270470.75,12131011.0,3902885.5,-3406125.0,2612012.25,12885678.0,-8410769.0,5858422.0,24652080.0,-524326.5,13918109.0,22515586.0
9,1422229.0,-1555074.625,2407156.0,-1758269.125,-5245257.5,6676242.5,9109119.0,-1147319.875,11316918.0,7390559.5,4443314.5,-413938.03125,5402674.5,7305508.0,-1410405.5,7017072.0,1436190.0,694580.5625,701355.9375,496253.46875,-2800907.5,1259986.125,-1393133.375,-1531468.625,1376949.875,3557093.0,3628679.25,1769117.875,2961781.75,935980.375,1369279.0,1489248.625,1749465.75,-1442666.625,-4912748.5,-1436108.875,16895.111328125,924491.875,1709360.75,6237619.0
10,10695095.0,-3418035.25,2192247.75,5155650.0,-8880757.0,1446021.25,12064765.0,1322069.75,7191124.0,14920576.0,13037515.0,6182502.5,8833376.0,3305593.25,-15555318.0,690467.0625,-107941.65625,4226886.5,1072218.125,4853774.0,333709.75,1541994.625,-3075328.75,2703607.75,6380439.0,-1779067.625,-2414087.0,5856144.5,2502347.0,6075289.5,-5321547.5,5297629.0,3982282.0,1903840.25,-5594102.5,335981.8125,12568607.0,-1059703.0,8794328.0,12870283.0
11,3742018.75,9246590.0,8895703.0,-748491.375,-4675872.5,851561.5,8987842.0,-2763611.5,7096379.0,19706204.0,14323105.0,12585689.0,11940459.0,-1923404.875,-7475870.5,6654313.5,-11651169.0,1072124.25,13646004.0,17988816.0,-3158318.25,-4736179.5,-1850038.0,1995416.375,2801499.5,6571554.5,-1261390.625,8342588.0,5506119.0,5833019.0,-5068372.0,6642519.5,2471352.0,-36840.171875,-2791328.5,650814.8125,6124795.5,-3412033.75,9746487.0,2150992.75
12,4708073.5,-1981938.625,4300415.5,5226613.0,-11390324.0,7570930.0,4203964.5,-2923404.75,9454456.0,8844222.0,15335415.0,1855571.75,3337753.0,8882656.0,-3067260.75,8279804.5,-1713342.875,3294677.0,13352365.0,2800522.75,-2820301.0,3251901.5,-2634472.0,-2751556.5,5817253.5,7609180.0,2912385.5,1728345.625,2706512.0,4300506.5,-5108744.5,6477026.5,3064042.75,4150653.0,-4288096.5,-1055349.625,7856342.0,608302.0625,7501841.5,9756766.0
13,-1625966.375,-588169.75,-3470374.25,-2261257.25,-3405290.0,2701508.25,2399392.0,1457799.75,3247982.75,1459720.125,4890105.5,-316343.3125,-85936.046875,304819.875,87300.953125,-54144.57421875,830411.0625,3819257.25,3679506.75,-8169813.5,-90044.234375,-1566946.875,533177.5625,-1031638.25,-630062.375,-1093454.75,718605.0625,2278709.75,1205495.125,1690036.875,-2861812.0,1622172.375,566518.0625,4091772.75,3233750.0,-377765.5625,-565430.875,3517893.25,1531975.0,736146.3125
14,-284099.0,1339090.25,2941572.0,-4987488.0,-9852732.0,3042338.0,11763883.0,-4096723.0,5599215.5,7903539.5,10572298.0,4823093.5,5350833.5,6806250.5,-5120494.5,7111184.0,-1259887.125,-148738.484375,5657017.5,11271098.0,-3481735.75,1862512.0,-3203298.5,1793240.75,5983690.0,11316319.0,-985420.4375,3527295.0,6063235.5,3810503.75,-6380936.0,7819232.0,6537477.5,3136128.5,-784344.625,318845.875,8907231.0,888900.75,4176139.75,9118025.0
15,12523248.0,1483885.125,8762742.0,9871175.0,-11858337.0,9615701.0,20153066.0,-6626096.0,19247708.0,33158344.0,31838106.0,13358352.0,15275211.0,-1539847.0,-18114584.0,10260505.0,-4743321.0,15376475.0,19101748.0,11586672.0,-2983951.5,1279149.0,-2062505.5,-4331072.5,15099331.0,6590223.5,-1365380.375,10207706.0,7045100.0,11155526.0,-11558431.0,13746684.0,7290316.0,4463702.0,-9146865.0,-681999.5625,19423546.0,1519491.125,12749581.0,17764316.0
16,6845699.0,193980.9375,8693897.0,943910.75,-6907013.5,4068516.0,4883283.0,1028444.375,5756712.5,12053256.0,15954241.0,6469968.0,9770499.0,1998520.875,-12766782.0,764700.4375,-7672469.5,3960260.0,5471224.0,3889265.5,-1071134.25,2023830.75,-1748279.125,680937.0625,8000784.0,2230987.75,-2033286.125,2510467.5,2570147.0,4938581.0,-1762349.375,2848916.25,1509038.375,5033101.5,-8954844.0,617238.6875,10176224.0,-2762680.25,4848478.0,8223209.5
17,8101878.0,579282.625,11311490.0,9634394.0,-10319076.0,9902046.0,11587336.0,-2556017.75,18829102.0,18891756.0,26873392.0,8106986.5,16059787.0,6059399.5,-16561612.0,5170220.0,-1959272.875,6068385.0,5766714.5,3570877.25,1097509.625,2469293.75,-2369786.0,-664683.9375,9443378.0,-2618205.75,1994433.75,6289674.0,2451599.25,8271446.5,-3877897.25,1413453.125,5981397.5,5090016.5,-9228598.0,528302.5625,18748156.0,-1323203.0,9623333.0,16224101.0
18,15673085.0,-6341335.5,8993611.0,6953048.5,-13011911.0,1801981.0,7560398.0,-840097.1875,5825084.0,21294908.0,3982769.0,5164201.5,11183633.0,8420297.0,-18276840.0,1986494.75,-9346705.0,6361742.5,4698923.0,1106753.375,-20527.765625,-863342.8125,259835.90625,-3893981.0,7872239.0,-8112378.5,-4390780.0,3705014.25,-3731919.0,7896528.0,2607337.0,1413695.125,-2662127.5,1483248.75,-6433506.0,790564.75,7299473.5,-2440680.0,11608152.0,12990137.0
19,251839.28125,4575145.0,3352440.75,-6661629.0,-4464427.0,-826706.9375,4207820.5,-2435976.25,-1920603.625,2588436.75,9576095.0,1788247.125,760327.875,2088389.875,-4563953.5,844178.125,-1533013.0,1862141.75,4098204.5,2015393.125,-870101.0,-2781831.0,1312435.125,1656439.625,3490575.25,5386959.5,-2557064.25,-1438685.5,957307.1875,652936.8125,-2022021.5,-1702917.75,1202702.375,-185001.046875,-3433485.5,1931047.25,-577982.8125,-1675361.0,4207220.5,1691444.625
20,5960636.5,6654379.5,7513981.5,4427660.0,-14148521.0,7105325.0,17145038.0,-6786515.0,6828505.0,13000910.0,19352738.0,9821004.0,13079109.0,1553442.75,-10708712.0,4814771.0,573666.1875,3987877.75,16345807.0,18017892.0,-910487.375,394977.0625,-169998.46875,7139855.0,10932152.0,9931943.0,-4134956.25,8683747.0,715472.4375,3949437.25,-9837612.0,7380982.0,5150317.5,5263810.0,-2737369.25,1000498.1875,14703043.0,-2931981.75,10745610.0,10988900.0
21,7006517.0,-292296.65625,6874740.0,4893978.5,-10775124.0,3559228.0,8229195.0,-3660754.0,9151539.0,14355320.0,13733889.0,6448652.5,5779857.5,1332042.375,-10981885.0,2119341.25,-1361350.125,7156340.5,9232274.0,3407855.75,-1437994.0,2919089.0,-1175846.25,183852.3125,7545383.5,420006.90625,-301779.5625,5337004.5,2106879.75,2724980.75,-6538995.0,5044354.5,5004873.0,6337275.5,-3741679.75,1177850.875,11787695.0,-103373.0859375,7564580.5,11786162.0
22,1787155.25,-3612692.75,-6707879.5,345278.84375,-3512369.25,849222.6875,1794099.5,-2330545.0,5978481.0,11042165.0,4658205.0,5301668.0,1482864.375,5846901.5,-7844329.0,-2841961.5,-555047.25,5935701.5,3691850.75,-288405.40625,-457152.0,-1523235.0,57400.0,-1503426.5,1737960.875,4656564.0,2355012.0,2426613.25,1287145.5,3243959.5,-4168295.5,3074322.0,-2055939.25,2905148.5,-1173277.125,-1204857.125,5873766.0,-467509.5,5365648.0,6771423.5
23,4284443.0,-1447761.25,161625.734375,3626869.0,-9987739.0,-3421859.5,-292786.53125,176514.015625,7410876.5,20056048.0,4512307.5,8557342.0,5467293.5,3920052.25,-11710108.0,-2467433.25,57014.234375,6676231.0,2708563.75,-5728390.5,2758238.0,-3439788.5,-3567888.25,240475.28125,1182558.875,-7004754.0,1160995.875,4612133.0,-3707635.25,4042940.5,147324.21875,-1454853.5,-379966.5625,2703634.75,-3888281.75,3089640.75,5811226.0,1695697.75,9320400.0,9742865.0
24,14818811.0,-3712638.5,13919817.0,7960293.5,-17684884.0,8150380.0,13944982.0,-3540232.75,13985193.0,20562060.0,16488483.0,8108567.5,6286185.5,7465305.0,-15677312.0,11086456.0,-2180114.5,8663795.0,6580315.5,9105557.0,-1064573.5,2927246.75,-2654143.5,-6713305.5,10670995.0,-397734.28125,-3690476.75,3351607.5,-1588519.375,8435860.0,-208152.65625,1460060.875,1089373.0,6229787.0,-7418424.5,101877.609375,9716648.0,2673802.25,13595858.0,12104205.0
25,7579923.5,-700880.9375,11248823.0,72502.1015625,-4611947.5,7092640.0,13289763.0,-1802562.375,7907385.0,7051327.0,13625068.0,11603676.0,11611599.0,-1488910.125,-7884447.5,3942335.5,-1236909.0,1127926.75,11892023.0,4591359.5,1084199.875,-2198940.25,1574058.25,-436692.15625,8686168.0,3996790.75,-5343416.0,6012551.0,3733738.75,3590636.75,-4405022.5,6076645.0,2912675.25,2535145.25,-4243383.0,-194028.3125,11596347.0,-6748796.0,6353643.0,8389259.0
26,6942640.5,3096460.5,8863839.0,6881961.5,-3145401.5,3134145.0,5353524.5,-3704385.5,7730970.0,15889601.0,17863752.0,4061674.25,8629300.0,-2188173.25,-11304414.0,2601613.75,161823.71875,4963494.0,9664183.0,2751678.75,1161008.0,-4550647.5,-299583.21875,1113160.75,8836727.0,-6246144.0,-641835.6875,7429138.5,2813637.5,7499037.5,-2580833.25,1325250.5,683256.875,4060383.25,-7848825.0,2017232.75,11488832.0,166667.953125,6486901.0,11346617.0
27,7090789.0,-5896520.0,7728961.0,826450.75,-10653652.0,8955595.0,8570442.0,846318.3125,13730382.0,9605712.0,11644101.0,1847472.75,7115804.5,5214493.0,-3738342.25,6777188.5,2131019.5,-838138.6875,4360384.5,1158709.375,1241202.25,863166.625,-2120701.75,390319.90625,4774084.0,2738936.25,-539142.3125,5342942.0,3801575.5,5508476.0,-4397322.0,1534488.75,2820303.25,6601494.5,-5302027.5,-22670.88671875,8106173.0,2788479.0,8363582.0,8777466.0
